,temp_6,temp_3,temp_5,temp_2,temp_4,temp_7,temp_1,temp_0,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,freezing rain,thunderstorm with drizzle,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,fog_1,haze_2,heavy snow_3,proximity thunderstorm with rain_0,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,heavy intensity rain_1,very heavy rain_0,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,snow_1,haze_8,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,light rain and snow_0,shower drizzle_0,haze_6,scattered clouds_4,heavy intensity drizzle_1,SQUALLS_0,mist_7,sleet_0,thunderstorm with drizzle_0,proximity thunderstorm with rain_1,thunderstorm with rain_1,few clouds_3,freezing rain_0,snow_2,drizzle_2,light intensity drizzle_1,proximity thunderstorm_3,proximity shower rain_1,heavy intensity rain_3,light rain_3,shower snow_0,sky is clear_1,traffic_volume_2,traffic_volume_0,traffic_volume_1
broken clouds_1,1.12,0.98,1.06,1.06,1.07,1.04,0.9,0.94,1.15,0.96,1.28,1.92,1.62,0.89,1.37,0.8,0.75,0.72,0.74,0.58,0.53,0.61,0.4,0.36,0.63,0.3,0.39,0.18,0,0.48,0.42,0.12,0.48,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,1.18,0.89,1.32,0.82,2.17,0.73,1.35,0.53,1.01,1.51,0.58,0.71,0.66,1.23,0.73,1.07,1.16,0.53,0.38,0.55,0.88,0.44,0.4,0.6,1.17,0.66,0.56,0.66,0.38,0.78,0.37,0.55,0.0,0.55,0.42,0.26,1.13,0.26,1.49,0.51,0.39,0.3,0.18,0,0.54,0.35,0.48,0,0,0,0.42,0.0,0,0,0.12,0,0.0,0.48,0.0,0.0,0,0,0,0.0,0.46,0.0,0.0,0.58,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.12,1.35
moderate rain_0,1.38,0.95,1.32,0.43,1.14,1.09,0.18,0.0,0.97,1.56,1.34,1.27,1.05,2.0,0.64,0.74,0.32,2.21,1.23,1.95,0.84,1.85,1.94,0.32,2.25,0.86,1.36,1.75,1.38,1.43,1.44,1.71,1.16,0.27,0.97,1.36,1.18,1.13,0,0.33,0.51,0.55,1.6,1.04,0.64,0,0.93,1.65,1.32,2.07,0.83,2.24,1.42,0.52,1.05,1.1,1.96,1.23,1.35,0.63,0.81,0.63,0.62,0.83,0.21,0.88,0.98,0.16,1.95,1.86,0.49,0.29,2.26,0.22,0.34,0.4,0.55,0.17,0.0,0.33,0.84,0.0,0,0.71,0.12,1.09,1.36,0.0,1.75,0,0.93,0.0,1.43,0,1.04,1.39,1.44,0.25,0.58,0,1.69,0,0,1.16,0.0,0,0.66,0,0.35,0.27,0.7,0.97,0,1.15,1.36,0,1.13,1.18,0.59,0,0,0,0.0,0,0.51,0.33,0,0.0,0.25,0.55,0,1.6,0.64,0.85,0.52,0,1.04,0,0,0.0,0,0,0.0,0,0,0,1.43,1.41,1.64
overcast clouds_0,1.1,1.06,1.06,1.05,1.01,0.81,0.93,0.76,1.24,1.18,1.6,1.64,1.34,1.32,0.97,0.92,0.44,1.08,1.06,1.26,0.73,0.96,0.98,0.8,0.97,0.48,0.72,0.54,0.47,0.66,0.69,0.73,0.7,0,0.0,0.0,0.21,0.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.22,1.16,1.72,1.36,0.95,1.09,1.82,0.55,1.1,1.53,1.26,1.04,0.91,0.55,0.87,0.57,0.85,0.74,0.59,1.11,0.75,0.7,1.0,0.99,1.03,0.1,1.02,0.88,0.69,0.79,0.76,0.5,0.32,0.39,0.46,0.52,0.42,0.47,0.4,0.76,0.73,0.27,0.54,0.46,0.42,0.57,0.66,0,0.33,0.47,0.69,0.0,0.0,0.77,0.74,0,0.51,0.71,0.0,0.0,0.27,0.31,0.0,0,0.0,0.0,0.28,0.0,0.0,0.0,0.39,0.21,0.3,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1.39,1.37,1.48
overcast clouds_2,0.71,1.27,1.0,1.23,1.13,0.37,0.9,0.61,0.92,1.07,2.02,1.56,1.0,1.02,0.82,0.79,0.13,0.96,0.55,0.73,0.16,0.33,0.59,0.54,0.34,0.25,0.0,0.0,0,0,0,0.38,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.89,1.08,1.52,1.09,1.24,1.07,1.31,2.44,0.8,0.99,0.73,0.52,0.66,0.84,0.83,0.7,0.51,0.16,0.34,0.59,0.41,0.27,0.55,0.37,0.57,0.0,0.34,0.29,0.61,0.59,0.51,0.37,0,0.25,0.27,0.19,0,0.0,0.42,0.48,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0.49,0,0,0.0,0.65,0.0,0.38,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.05,1.44
overcast clouds_1,0.94,1.21,1.11,1.13,1.09,0.68,0.95,0.72,1.18,1.14,1.94,1.65,1.32,1.32,1.0,0.84,0.53,0.97,0.89,1.11,0.6,0.66,0.9,0.81,0.42,0.43,0.9,0.54,0.0,0.0,0.0,0.94,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,1.18,1.06,1.67,1.28,1.1,0.98,1.38,0.77,2.3,1.28,1.11,0.87,0.95,0.76,0.73,0.81,0.9,0.69,0.55,0.75,0.77,0.77,0.82,0.59,1.04,0.33,0.43,0.0,0.84,0.66,0.65,0.59,0.3,0.58,0.42,0.65,0,0.29,0.59,0.5,0.9,0.41,0.54,0.35,0.73,0.68,0.0,0,0.0,0.0,0.0,0.0,0.64,0.51,0.95,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.25,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.42,1.3,1.5
scattered clouds_0,1.25,0.93,1.16,0.96,0.96,1.14,0.92,0.78,1.52,1.01,1.3,1.59,1.52,1.22,1.27,0.83,0.6,0.85,0.96,0.89,0.6,0.76,0.43,0.6,0.65,0.41,0.68,0.56,0.4,0.45,0.57,0.21,0.65,0.0,0.4,0.0,0.0,0.23,0.0,0,0,0.0,0,0,0,0.0,1.51,0.99,1.7,1.23,0.94,0.87,1.35,0.72,0.88,1.55,0.89,0.91,0.85,0.95,0.85,0.84,1.07,0.61,0.67,0.74,0.64,0.42,0.44,0.78,1.35,0.32,0.66,0.64,0.6,0.66,0.42,0.46,0.61,0.26,0.45,0.35,0.0,0.0,0.37,0.74,0.7,0.16,0.56,0.23,0.29,0.42,0.45,0,0.0,0.4,0.57,0,0.54,0.41,0.21,0,0.57,0.65,0.0,0.0,0.38,0.0,0,0.0,0,0.4,0,0,0.0,0,0.23,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.5,1.23,1.5
light intensity drizzle_0,1.21,1.26,1.27,0.3,1.35,0.88,0.13,0,0.95,1.8,1.44,1.17,0.88,2.15,0.3,0.95,0.34,2.29,1.37,2.33,1.04,1.76,2.24,0.53,2.01,0.98,1.39,1.44,1.73,1.56,1.21,1.42,1.25,0.37,0.8,1.36,1.25,1.32,0.0,0.62,0.0,0.33,0.95,0.37,0,0,0.93,1.89,1.16,2.27,0.86,2.33,1.46,0.87,1.05,0.97,2.34,1.41,1.17,0.34,1.09,0.5,0.46,1.03,0.31,1.02,0.97,0.39,2.25,1.71,0.29,0.0,2.02,0.0,0.6,0.61,0.83,0.34,0.0,0.14,0.96,0,0,0.0,0.46,0.86,1.39,0.17,1.44,0,1.22,0.0,1.56,0,1.19,1.71,1.21,0.58,0.22,0,1.44,0.0,0.0,1.18,0,0,0.95,0.0,0.0,0.37,0.5,0.8,0,0.53,1.36,0,1.32,1.25,0.55,0,0.0,0.0,0,0,0.0,0.62,0,0,1.08,0.33,0,0.95,0,0.37,0.0,0,0.37,0,0.0,0.0,0,0,0,0,0,0,1.54,1.48,1.76
haze_0,1.07,1.03,1.0,1.3,0.88,0.81,1.26,1.07,1.07,1.86,1.21,1.09,1.07,1.31,0.85,1.55,0.31,1.16,2.13,1.29,1.66,1.01,1.12,0.98,0.96,1.34,0.74,0.98,0.77,0.23,0.91,0.32,0.34,1.11,0,0.0,0.0,0.28,0.92,0,0,0,0,0.0,0,0,1.05,1.91,1.11,1.36,0.73,1.18,1.23,0.75,0.82,1.13,1.29,2.21,0.76,0.57,1.65,0.52,0.64,1.68,0.58,1.63,1.23,0.44,1.15,0.99,0.99,0.4,0.97,0.2,1.06,1.35,0.81,0.65,0.34,0.17,1.35,0.59,0.0,0.0,0.48,1.12,0.74,0.61,0.98,0.29,0.46,0.45,0.23,0,0.27,0.78,0.91,0.64,0.57,0.18,0.33,0.0,0.27,0.35,0.42,0.41,0.0,0.31,0,1.11,0,0,0.77,0,0.0,0,0.28,0.0,0,0.54,0.92,0.0,0,0,0,0,0.41,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.43,1.52,1.72
light rain_1,1.47,0.98,1.32,0.69,0.99,1.17,0.52,0.25,1.0,1.18,1.57,1.37,1.07,2.15,0.75,0.43,0.68,1.79,0.69,1.64,0.28,1.4,1.31,0.27,1.35,0.35,0.82,1.02,1.07,0.0,0.91,0.79,1.17,0,1.17,0.0,0.0,0.69,0,0.0,0.0,0.0,0.59,0,0,0,1.01,1.21,1.3,1.8,1.16,1.82,1.54,0.97,1.05,1.02,1.64,0.66,2.39,0.79,0.47,0.78,0.68,0.22,1.02,0.81,0.55,0.47,1.36,1.39,0.45,0.35,1.38,0.38,0.29,0.32,0.36,0,0.0,0.54,0.38,0,0.37,0.83,0.23,0.41,0.86,0.0,1.02,0,0.58,0.0,0.0,0,0.54,1.08,0.91,0.61,0,0,0.79,0.0,0.0,1.18,0.0,0,0.0,0,0,0,0.89,1.17,0,0.45,0.0,0,0.69,0.0,0.25,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.59,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1.5,1.23,1.55
few clouds_1,1.22,0.99,1.23,0.84,1.19,1.23,0.93,0.86,1.39,0.86,0.97,1.31,1.67,0.95,2.19,0.45,1.35,0.53,1.06,0.43,0.89,0.55,0.27,1.13,0.32,0,0.15,0.23,0,0.0,0.37,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.47,0.8,1.33,0.77,0.88,0.47,1.15,0.57,0.49,1.49,0.43,0.98,0.92,2.36,0.59,1.17,1.16,0.93,0.17,0.76,0.35,0.74,0.27,0.53,1.29,1.13,0.24,0.83,0.0,0.0,0.64,0,0.0,0.66,0,0,0.0,0.82,0.0,0.83,0.15,0.0,0.23,0,0.0,0.77,0.0,0,0,0,0.37,0.0,0.23,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.48,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.6,1.19,1.47
light snow_0,0,1.35,0.0,1.44,0.5,0,1.39,1.12,0.83,1.88,1.45,1.16,0.69,1.56,0.39,2.35,0.0,1.48,1.67,1.55,1.81,0.68,1.43,1.18,0.72,2.67,0.51,0,0.93,0.49,0,0,0.0,0,0.87,0.0,0,0,0.94,1.21,0.0,0,0.0,1.73,0,0,0.81,1.97,1.27,1.67,0.55,1.51,1.41,0.69,1.33,0.77,1.55,1.76,0.81,0.18,2.53,0.5,0.28,1.81,0.36,1.32,0.68,0.67,1.45,0.63,0.5,0.0,0.73,0,1.26,1.78,0.79,0.98,0.29,0,2.67,0.82,0.31,0,0.23,0.68,0.51,0.48,0,0.31,0.0,0,0.49,0,0.77,0.94,0,0.62,0.55,0,0,0,0,0,0.0,0,0,0,0,0,0,0.87,0,0,0.0,0,0,0,0.0,0,0.94,0.0,0,0,0.0,1.21,0,0,0,0,0,0.0,0,0,0.0,0,1.73,0,0,0,0,0,0,0,0,0,1.32,1.59,1.71
scattered clouds_2,1.41,1.01,1.22,0.69,1.11,1.39,0.64,0.76,1.38,0.9,1.13,1.5,2.07,1.05,1.48,0.51,1.22,0.59,0.8,0.47,1.01,0.46,0.44,0.5,0.41,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.99,1.51,0.93,1.08,0.6,1.25,0.54,0.67,1.25,0.47,0.81,0.93,1.3,0.4,2.46,0.99,1.02,0.44,0.63,0.55,0.3,0.46,0.46,1.2,0.71,0.41,0.83,0.25,0.0,0.21,0.0,0,0.53,0.0,0,0,0.2,0,0.54,0.34,0,0.0,0,0.71,0,0.0,0,0.0,0.0,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0.94,1.25
scattered clouds_1,1.38,1.01,1.28,0.96,1.08,1.22,0.76,0.75,1.53,0.97,1.44,1.64,1.95,1.15,1.32,0.69,0.6,0.93,0.88,1.0,0.53,0.48,0.66,0.44,0.78,0.44,1.06,0.38,0.0,0.0,0.16,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1.52,0.97,1.73,1.09,1.0,0.96,1.56,0.77,0.84,1.55,1.0,0.8,0.79,0.95,0.87,0.74,2.23,0.56,0.26,0.83,0.38,0.6,0.67,0.52,1.25,0.48,0.76,0.91,0.52,0.69,0.51,0.27,0.0,0.87,0.44,0,0.0,0.0,0.39,0.78,1.06,0.0,0.38,0,0.0,0.0,0.0,0.0,0,0.0,0.16,0.0,0.53,0.0,0,0,0.51,0,0,0,0.0,0.0,0,0,0.48,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.11,1.37
fog_0,1.2,1.3,1.28,1.23,0.91,0.55,0.85,0.51,1.27,2.1,0.83,0.78,0.81,1.7,0.81,1.24,0.42,1.4,1.59,1.6,2.52,1.26,1.33,1.39,1.41,1.89,0.57,1.29,1.43,1.5,0.0,0.0,0.43,0.0,0,1.33,0.0,0,0.0,0.0,1.39,0,0,0.0,0.0,0,1.24,2.15,0.7,1.8,0.68,1.43,0.85,0.69,0.48,0.89,1.6,1.65,0.69,0.56,1.32,0.15,0.67,2.55,0.2,1.68,2.06,0.0,1.35,1.39,0.94,0.21,1.42,0.0,1.46,1.31,1.12,0.23,0,0.0,1.89,0,0,0.79,0.41,0.52,0.57,0.0,1.29,0,0.0,1.44,1.5,0,0.47,1.45,0.0,1.03,0.31,0.0,0.0,0.0,0.0,0.44,0,0.0,0,0,1.02,0.0,0.0,0,0,0,1.33,0,0,0.0,0.0,0,0.0,0.0,0,0,1.39,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.16,1.98,2.03
overcast clouds_3,0.49,1.52,0.83,1.32,1.05,0,0.92,0.97,0.45,1.08,2.16,1.07,0.69,0.72,0.63,0.92,0,0.66,0.64,1.09,0.34,0.0,0.43,0.88,0,0.76,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.06,0.87,0.86,1.03,0.7,0.7,0.81,0.7,0.73,1.09,0.7,0.24,0.44,0.76,0.32,0.49,0.39,2.9,0.74,0.59,0.0,0.47,0.0,0.61,0.0,0,0.0,0.74,0.41,0.0,0.0,0.0,0.0,0.77,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.35,1.59
mist_1,1.17,1.2,1.23,1.17,0.94,0.61,0.88,0.64,1.26,2.05,1.0,0.93,1.08,1.72,0.85,1.16,0.62,1.51,1.49,1.64,1.68,1.29,1.46,0.92,1.18,1.4,0.79,1.07,1.12,0.34,0.75,0.0,0,0,0.0,0.0,0.44,0.0,0,0,0.0,0,0,0,0,0,1.24,1.88,0.84,1.8,0.92,1.53,0.9,0.48,0.84,1.09,1.64,1.56,1.03,0.56,1.23,0.63,0.71,1.64,0.49,2.48,1.56,0.13,1.39,1.36,0.94,0,1.19,0.0,1.09,1.12,0.85,0.39,0.0,0.57,1.45,0.37,0,0,0.37,0.88,0.79,0.66,1.07,0,0.0,0.63,0.34,0,1.28,1.03,0.75,1.17,0.63,0.5,0.0,0,0.0,0,0,0,0.0,0.0,0.54,0,0,0.0,0,0,0.0,0.0,0.0,0.44,0.0,0.0,0,0.98,0,0,0.0,0,0.0,0.0,1.33,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.91,1.89
mist_2,1.26,1.36,1.16,1.12,1.09,0.79,0.76,0.41,1.55,2.05,1.24,0.93,0.98,1.54,0.87,1.19,0.75,0.91,1.34,1.23,1.07,0.9,1.42,0.76,0.94,0.77,0.0,0.82,1.73,0.0,1.28,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1.54,1.64,0.9,1.61,0.5,0.92,1.36,0.95,0.65,0.87,1.23,1.37,0.95,0.93,1.34,0.46,1.19,1.07,0.31,1.16,2.74,0.8,1.48,0.93,0.72,0.15,0.95,0.0,0.73,0.91,0.83,0.23,0.0,0,0.62,0,0,0,0.4,0.87,0.0,0.48,0.82,0,0,0.6,0.0,0,0.63,1.75,1.28,0.96,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.42,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.98,1.9
broken clouds_2,0.99,1.21,0.85,1.21,1.16,0.99,1.41,1.31,1.0,0.73,0.75,2.24,1.37,0.87,1.02,1.25,0.34,0.81,0.89,0.0,0.0,0.28,0.68,0.0,0.25,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.45,1.1,0.8,1.11,0.82,0.65,0.54,0.59,1.23,0.0,0.8,0.54,0.45,1.1,0.76,0.84,0.0,0.0,1.6,0.58,3.03,0.69,0.29,1.08,0.0,0.0,0.0,0,1.05,0.0,0.0,0.0,0.66,0.0,0,0.0,0,0.62,0.3,0,0,0,0,0,0,0,0.22,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.32,1.56
drizzle_0,1.25,1.33,1.44,0.36,1.48,0.64,0,0,0.65,2.01,1.4,1.14,0.96,2.33,0.36,1.05,0.0,2.6,1.58,2.57,1.07,1.74,2.82,0.57,2.58,1.66,1.77,1.61,2.14,1.4,1.59,1.56,1.29,0.43,0.0,1.03,1.47,0.88,0,0.52,1.48,0,2.06,0,0.0,0,0.62,2.15,1.19,2.51,0.65,2.64,1.43,0.77,1.05,1.16,2.57,1.56,1.12,0.37,1.18,0.47,0.47,1.09,0.39,1.07,0.83,0.18,2.83,1.77,0.25,0.0,2.58,0,0.61,0.34,0.7,0.0,0,0.0,1.66,0,0,0.0,0,0.0,1.77,0.0,1.61,0,0.88,0.0,1.4,0,1.5,2.18,1.59,0.43,0.0,0,1.57,0,0,1.21,0.0,0,0.0,0,0.43,0.43,0.44,0.0,0,0.0,1.03,0,0.88,1.47,0.75,0,0,0.0,0,0,1.48,0.52,0,0,0.0,0,0,2.06,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.67,1.74,2.08
proximity thunderstorm_0,1.78,0.43,1.26,0.24,0.6,2.05,0.19,0.2,1.57,1.45,1.56,1.8,1.76,2.16,0.86,0.39,0.68,2.12,1.28,1.8,0.77,2.66,1.21,0.33,2.21,0.49,1.67,2.95,1.0,1.76,1.72,1.37,1.49,0,1.2,1.96,1.66,0.0,0.48,0.43,0,0.92,0.0,0,0.52,0,1.57,1.53,1.89,2.27,1.1,2.16,1.72,0.68,1.03,1.67,1.8,1.26,1.16,0.78,0.36,1.06,1.51,0.79,0.0,0.8,0.48,0.25,1.21,2.65,0.72,0.26,2.23,0.0,0.35,0.44,0.29,0,0,0.61,0.5,0,0,0.48,0.0,1.09,1.67,0,2.95,0,2.07,0,1.76,0,0.0,1.01,1.72,0,0,0,1.34,0.0,0,1.39,0,0,1.02,0,0,0,0.95,1.2,0,0,1.96,0,0.0,1.66,0,0,0.48,0,0,0,0,0.43,0,0,0,0.92,0,0.0,0.52,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.61,1.52,1.8
few clouds_0,1.22,1.02,1.29,1.14,1.3,1.15,1.06,1.02,1.64,1.1,1.22,1.63,1.96,1.17,1.6,0.91,0.79,0.96,0.76,1.08,0.61,0.86,0.0,0.86,0.56,0.0,0.83,0.69,0,0.5,0.39,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1.64,0.98,1.74,1.01,0.91,0.98,1.34,0.43,0.84,1.97,1.08,0.74,1.15,1.28,0.81,1.25,1.42,0.62,0.58,0.91,0.87,0.46,0.0,0.94,1.6,0.84,0.48,0.67,0.86,0.99,0.54,0.51,0.0,0.48,0.0,0.0,0,0,0.53,0.53,0.84,0,0.69,0.0,0,0.0,0.5,0,0,0,0.39,0.0,0.51,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.4,1.67
scattered clouds_3,1.59,0.91,1.26,0.83,1.37,1.58,0.78,0.8,1.44,1.09,1.47,1.53,2.38,1.51,1.38,0.15,0.95,0.48,0.93,0.0,1.32,0.61,0.0,0.0,0.79,0,0,0.9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,1.5,1.72,1.44,1.11,0.49,2.13,0.0,1.08,1.58,0.0,0.99,1.43,0.95,0.22,0.54,1.44,1.34,0.0,0,0.88,0.0,0.0,0.63,1.37,3.2,0.8,0.91,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.9,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.1,1.3
heavy intensity rain_0,1.8,0.44,1.42,0.0,1.05,1.98,0.28,0,1.32,1.77,1.52,1.57,1.5,2.33,1.1,0.35,0.64,2.34,1.48,2.23,0.77,2.86,1.79,0,2.75,0.5,2.02,2.8,1.31,2.02,2.11,1.95,1.26,0.54,1.77,2.0,2.08,0.0,0,0,0,0.43,0.0,0,1.57,0,1.32,1.85,1.6,2.49,1.13,2.37,1.63,0.68,1.13,1.63,2.23,1.45,1.29,1.09,0.44,0.69,1.11,0.78,0,1.33,0.66,0.0,1.74,2.78,0.74,0.31,2.74,0.0,0,0.0,0.26,0,0,0.0,0.33,0,0,0.85,0,1.26,2.02,0.0,2.8,0,3.04,0,2.02,0,1.16,1.34,2.11,0.0,0,0,1.94,0.0,0,1.19,0.0,0,1.06,0,0.0,0.54,2.39,1.77,0,0.85,2.0,0,0.0,2.08,0.88,0,0,0.0,0,0,0,0,0,0,0.0,0.43,0,0.0,1.57,0.73,0.97,0,0,0,0,0,0.0,0,0,0,0,0,1.53,1.73,1.9
few clouds_2,1.3,1.14,1.21,0.93,1.24,1.56,1.07,0.77,1.48,1.34,0.43,0.98,1.44,1.25,2.58,0,1.39,0.36,0.64,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.43,0.75,0.86,1.1,0.48,0.28,0.19,0.0,1.27,0.0,0.16,1.31,1.34,0,1.09,1.09,0.0,0.0,0.0,0.0,0.0,0,0.0,0.91,0.6,0.0,3.22,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,1.3,1.63
heavy snow_0,0,1.67,0,1.72,1.22,0,1.33,1.13,0.76,2.06,1.95,1.08,0.71,1.76,0.5,1.27,0,1.4,1.8,1.63,2.16,0.77,1.84,3.04,0.0,2.89,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,2.11,0,0,1.88,0,0.0,0.74,2.22,0.85,1.92,1.23,1.43,2.03,1.11,1.2,0.66,1.63,1.83,0.54,0.0,1.21,0.23,0.68,2.23,0.88,0.79,0.48,0,2.6,0.79,0.72,0.0,0.0,0,3.17,1.71,0.35,0,0.0,0,2.89,0,0,0,0,1.22,0,0,0,0,0,2.37,0,0,0.0,0.0,0,1.01,0.0,1.28,0.0,0.0,1.5,0,0,0,0,0.96,0,0,0,0,0,0,0,1.43,0.0,0,1.38,0,0.0,0,0,0.0,2.11,0,0,0,0,0,0,0,0,0,0,0,1.88,0.0,0,0,0,0,0,0,0.0,0,1.56,1.63,1.95
