,Clouds,Clear,Mist,Rain,Snow,Drizzle,Haze,Thunderstorm,Fog,Smoke,Squall,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,thunderstorm with drizzle,freezing rain,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,haze_2,fog_1,proximity thunderstorm with rain_0,heavy snow_3,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,very heavy rain_0,heavy intensity rain_1,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,haze_8,snow_1,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,shower drizzle_0,light rain and snow_0,scattered clouds_4,haze_6,mist_7,heavy intensity drizzle_1,SQUALLS_0,sleet_0,few clouds_3,thunderstorm with rain_1,proximity thunderstorm with rain_1,freezing rain_0,thunderstorm with drizzle_0,drizzle_2,sky is clear_1,proximity shower rain_1,light intensity drizzle_1,light rain_3,snow_2,shower snow_0,proximity thunderstorm_3,heavy intensity rain_3
light rain_0,0.59,0.24,2.67,7.5,1.06,5.55,0.94,3.4,1.08,0.44,2.32,0.23,2.67,0.97,0.65,0.48,5.5,0.2,1.04,0.43,4.43,0.94,4.96,1.08,3.45,4.4,0.94,2.27,1.11,2.31,2.91,3.35,3.44,3.95,2.64,3.29,0.44,1.24,1.56,1.58,2.68,1.26,2.77,4.09,2.32,2.49,2.73,0.0,0.0,0.24,3.06,0.88,6.04,0.46,4.53,1.63,0.41,0.81,0.61,4.96,1.0,1.2,0.18,1.42,0.35,0.55,1.11,0.16,1.19,0.63,0.19,4.39,3.5,0.31,0.0,2.26,0.04,1.08,0.42,0.83,0.45,0.08,0.84,1.12,0.09,0.0,0.89,0.22,0.89,2.31,0.14,2.91,0.0,2.47,0.24,3.44,0.0,2.94,3.3,3.95,0.26,0.68,2.69,0.0,0.45,0.31,3.3,0.97,0.0,1.13,1.88,1.06,0.44,1.24,1.63,0.0,2.25,1.56,0.0,2.68,1.58,0.0,0.97,1.26,0.0,0.0,0.0,2.77,4.09,0.0,0.0,0.0,4.22,2.32,2.49,0.0,2.9,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broken clouds_1,18.02,0.41,0.13,0.27,0.28,0.09,0.25,0.16,0.07,0.0,0.0,0.43,0.13,1.23,16.74,2.16,0.3,1.32,0.36,0.42,0.14,0.25,0.13,0.07,0.19,0.0,0.1,0.15,0.04,0.05,0.09,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.09,0.66,0.24,50.73,0.13,1.62,0.66,1.46,1.94,0.13,0.24,0.51,1.52,0.26,2.17,1.81,0.07,0.24,0.23,0.37,0.32,0.0,0.2,1.2,1.13,0.12,0.84,0.02,0.83,0.16,0.45,0.0,0.81,0.04,0.11,1.19,0.38,1.13,0.32,0.05,0.0,0.09,0.0,0.14,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2.18,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate rain_0,0.33,0.1,2.88,24.58,0.47,6.6,0.75,4.85,0.52,0.0,3.24,0.11,2.88,0.64,0.38,0.27,5.17,0.07,0.49,0.1,10.88,0.75,4.89,0.52,4.2,5.98,0.17,5.82,0.72,3.52,4.07,4.32,3.54,3.84,6.33,5.09,0.0,2.42,4.67,5.83,6.27,0.0,1.54,1.71,3.24,6.97,1.91,4.87,0.0,0.1,3.45,0.51,4.75,0.3,11.02,1.08,0.11,0.73,0.41,4.89,0.8,2.68,0.13,0.71,0.15,0.17,0.5,0.07,0.72,0.57,0.04,5.84,4.42,0.04,0.17,5.72,0.0,0.2,0.07,0.29,0.07,0.0,0.54,0.66,0.0,0.0,2.23,0.0,0.44,3.52,0.4,4.07,0.0,1.88,0.0,3.54,0.0,5.64,4.4,3.84,0.72,0.47,6.34,0.0,0.0,0.0,5.12,0.67,0.0,0.79,0.0,0.74,0.0,2.42,2.85,0.0,8.4,4.67,0.0,6.27,5.83,0.0,2.03,0.0,0.0,0.0,0.0,1.54,1.71,0.0,0.0,0.0,0.0,3.24,6.97,0.0,4.05,5.4,4.87,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcast clouds_0,3.46,0.58,0.5,0.82,0.9,0.82,0.69,0.6,0.13,0.0,0.0,0.66,0.5,3.39,3.35,1.59,0.96,0.58,0.85,0.16,0.44,0.69,0.91,0.13,0.63,0.54,1.13,0.29,0.22,0.83,0.3,0.08,0.34,0.74,0.2,0.31,0.0,0.0,0.0,0.0,0.65,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.43,4.17,0.95,1.39,0.44,6.63,0.39,1.27,2.34,0.91,0.59,1.16,0.28,0.62,0.55,1.18,0.13,0.47,1.06,0.8,0.83,0.56,0.67,0.98,0.06,0.3,0.48,0.75,1.27,0.6,1.18,0.55,0.28,0.18,0.9,0.51,0.43,0.49,1.49,0.83,0.42,0.3,0.63,0.49,1.38,0.34,0.0,0.17,0.08,0.74,2.26,0.49,0.21,4.07,0.0,1.35,0.33,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.65,0.0,0.0,1.41,1.83,0.0,0.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcast clouds_2,26.27,0.12,0.19,0.23,0.28,0.1,0.13,0.05,0.01,0.0,0.0,0.14,0.19,38.35,1.03,0.29,0.29,0.19,0.28,0.02,0.11,0.13,0.11,0.01,0.07,0.05,0.34,0.02,0.03,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.19,1.2,0.27,1.02,0.12,0.46,166.52,0.36,0.4,0.11,0.1,0.42,0.31,0.27,0.3,0.19,0.01,0.13,0.16,0.25,0.15,0.04,0.07,0.14,0.13,0.02,0.0,0.32,0.33,0.2,0.32,0.0,0.31,0.03,0.0,0.0,0.0,0.53,0.51,0.41,0.45,0.0,0.0,0.0,0.56,0.0,0.0,0.18,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcast clouds_1,11.4,0.31,0.34,0.56,0.65,0.47,0.47,0.23,0.04,2.11,0.0,0.35,0.34,16.04,2.32,0.83,0.68,0.35,0.66,0.08,0.26,0.47,0.55,0.04,0.19,0.29,0.74,0.06,0.05,0.49,0.17,0.0,0.0,0.23,0.34,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.28,2.66,0.62,1.48,0.27,0.88,0.41,56.55,1.02,0.55,0.39,0.82,0.31,0.53,0.51,0.87,0.04,0.3,0.41,0.63,1.02,0.27,0.16,0.54,0.32,0.06,0.0,0.74,0.67,0.8,0.89,0.24,0.93,0.06,1.13,0.0,0.0,0.9,0.72,0.49,0.69,0.17,1.03,0.9,1.33,0.0,0.0,0.56,0.0,0.23,2.49,0.0,0.34,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scattered clouds_0,2.75,1.92,0.21,0.41,0.3,0.21,0.47,0.32,0.12,0.73,0.0,2.14,0.21,1.2,2.78,1.81,0.49,2.14,0.35,0.46,0.21,0.47,0.27,0.12,0.33,0.09,0.23,0.16,0.06,0.14,0.23,0.09,0.1,0.12,0.0,0.18,0.73,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.18,3.5,0.44,1.39,0.22,1.91,0.71,0.82,2.27,0.27,0.43,0.8,1.59,0.25,0.91,1.52,0.12,0.4,0.57,0.39,0.47,0.09,0.33,3.04,0.33,0.17,0.9,0.15,0.61,0.21,0.59,0.5,0.21,0.06,0.29,0.0,0.0,0.19,0.74,0.14,0.0,0.23,0.0,0.37,0.39,0.1,0.0,0.0,0.09,0.12,0.86,0.0,0.0,1.03,0.0,0.51,0.19,1.61,2.42,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light intensity drizzle_0,0.4,0.11,4.11,15.07,0.71,12.89,1.13,2.62,0.95,1.66,2.19,0.13,4.11,0.94,0.38,0.22,8.54,0.05,0.86,0.08,7.36,1.13,10.02,0.95,2.25,7.08,0.31,3.36,0.78,3.66,2.15,4.33,2.49,2.51,3.94,2.89,1.66,0.47,2.22,3.74,5.08,1.19,2.09,2.31,2.19,1.57,0.0,0.0,0.0,0.11,4.69,0.54,8.72,0.27,7.59,1.42,0.62,0.92,0.4,10.02,1.2,2.19,0.02,1.23,0.09,0.1,0.97,0.05,0.99,1.05,0.0,7.04,2.29,0.11,0.0,3.38,0.0,0.38,0.3,0.86,0.09,0.0,0.12,0.8,0.0,0.0,0.75,0.21,0.72,3.66,0.0,2.15,0.0,1.27,0.0,2.49,0.0,4.02,4.3,2.51,0.49,0.32,3.88,0.0,2.53,0.0,2.79,0.0,0.0,2.14,0.0,0.0,1.66,0.47,2.31,0.0,2.83,2.22,0.0,5.08,3.74,0.0,0.0,1.19,3.13,0.0,0.0,2.09,2.31,0.0,0.0,0.0,7.99,2.19,1.57,0.0,5.49,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haze_0,0.39,0.28,5.24,0.62,3.08,0.82,12.04,0.46,2.73,15.94,0.0,0.33,5.24,0.56,0.42,0.41,0.69,0.36,3.45,0.1,0.56,12.04,0.89,2.73,0.49,0.68,1.63,0.45,1.24,0.69,0.9,1.33,0.23,0.43,0.14,0.43,15.94,0.0,0.39,1.57,0.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,4.4,0.55,0.84,0.34,0.58,0.85,0.35,0.52,0.61,0.89,12.25,0.31,0.21,3.92,0.22,0.26,2.82,0.43,3.41,2.71,0.19,0.7,0.47,0.65,0.32,0.47,0.08,1.89,3.16,1.92,1.93,0.15,0.13,1.28,1.23,0.0,0.0,0.89,3.9,0.69,2.29,0.9,0.85,0.44,1.42,0.23,0.0,0.23,1.36,0.43,3.61,0.34,0.14,0.0,0.0,0.0,0.45,2.89,2.89,1.13,1.25,0.0,15.94,0.0,0.0,5.14,0.0,0.39,0.0,0.0,1.57,5.14,0.0,7.52,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light rain_1,0.9,0.28,0.4,13.5,0.14,1.5,0.18,1.45,0.03,0.0,0.0,0.26,0.4,1.24,0.91,0.48,13.89,0.37,0.13,0.58,2.14,0.18,1.84,0.03,1.34,0.98,0.12,0.83,0.07,1.08,0.86,0.23,0.49,1.51,0.58,2.7,0.0,3.06,0.4,0.81,4.62,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.28,0.46,1.08,1.49,0.8,2.07,1.82,0.91,0.77,0.55,1.84,0.19,46.91,0.6,0.18,0.66,0.33,0.02,0.72,0.53,0.08,0.26,1.0,1.39,0.21,0.25,0.77,0.17,0.11,0.05,0.0,0.0,0.0,1.06,0.07,0.0,0.73,2.89,0.0,0.13,1.08,0.59,0.86,0.0,0.69,0.73,0.49,0.0,0.48,0.23,1.51,0.0,0.35,0.59,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,3.06,3.37,0.0,0.0,0.4,0.0,4.62,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
few clouds_1,7.15,1.46,0.12,0.2,0.12,0.02,0.32,0.08,0.18,0.0,0.0,1.23,0.12,0.31,0.99,2.81,0.24,24.3,0.05,2.14,0.06,0.32,0.02,0.18,0.11,0.02,0.35,0.04,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.11,1.0,0.14,1.13,0.04,0.49,0.34,0.2,2.32,0.02,0.31,0.75,46.16,0.08,2.79,1.81,0.18,0.06,0.39,0.12,0.59,0.02,0.08,1.82,3.02,0.04,0.95,0.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.62,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light snow_0,0.35,0.1,6.55,1.04,31.7,1.39,3.92,0.1,2.0,0.0,0.0,0.11,6.55,0.75,0.41,0.15,1.2,0.07,34.39,0.0,0.94,3.92,1.4,2.0,0.07,1.17,0.6,0.26,7.86,0.38,0.0,0.48,0.39,0.0,0.0,0.0,0.0,2.16,0.43,0.0,0.0,5.5,9.74,5.37,0.0,5.45,0.0,10.19,0.0,0.1,6.88,0.58,1.49,0.21,0.97,1.04,0.36,0.94,0.23,1.4,4.27,0.36,0.03,32.81,0.17,0.03,1.99,0.17,2.04,0.38,0.41,1.2,0.08,0.16,0.0,0.27,0.0,0.72,6.12,0.45,2.93,0.17,0.0,8.0,2.13,0.26,0.0,0.24,1.69,0.38,0.63,0.0,0.94,0.0,0.0,0.39,0.0,0.51,0.49,0.0,1.13,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,2.12,5.5,0.0,0.0,0.0,9.74,5.37,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scattered clouds_2,9.12,1.14,0.08,0.24,0.06,0.08,0.33,0.09,0.05,0.0,0.0,0.99,0.08,0.52,1.58,14.71,0.31,2.95,0.08,1.75,0.04,0.33,0.04,0.05,0.1,0.1,0.0,0.04,0.0,0.3,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.08,1.66,0.17,1.71,0.04,0.8,0.25,0.55,0.65,0.04,0.32,0.93,3.32,0.03,67.27,0.75,0.06,0.25,0.1,0.27,0.0,0.11,0.09,2.07,0.46,0.05,2.34,0.0,0.12,0.0,0.35,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.74,0.3,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scattered clouds_1,7.08,1.65,0.11,0.31,0.13,0.15,0.22,0.16,0.07,0.0,0.0,1.83,0.11,1.08,2.84,8.27,0.37,2.22,0.13,0.39,0.14,0.22,0.18,0.07,0.19,0.07,0.14,0.19,0.04,0.52,0.16,0.26,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.09,3.59,0.31,1.38,0.14,1.77,0.52,0.86,1.63,0.18,0.22,0.6,1.74,0.12,0.88,27.19,0.08,0.13,0.34,0.09,0.6,0.08,0.2,2.74,0.29,0.14,1.5,0.09,0.31,0.2,0.12,0.0,0.61,0.04,0.0,0.28,0.0,0.53,0.15,0.52,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.61,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.59,1.94,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fog_0,0.08,0.16,48.96,0.86,1.92,1.02,2.43,0.37,36.14,0.0,0.0,0.17,48.96,0.12,0.08,0.07,0.93,0.1,1.24,0.15,0.51,2.43,1.0,36.14,0.35,0.83,3.79,0.44,6.51,0.11,0.26,0.97,0.58,0.0,0.7,0.54,0.0,0.0,1.45,0.49,0.0,0.0,4.12,5.07,0.0,0.0,3.39,5.76,0.0,0.16,16.33,0.09,1.21,0.09,0.53,0.21,0.13,0.05,0.1,1.0,2.71,0.0,0.1,1.59,0.0,0.13,34.84,0.0,3.87,5.25,0.0,0.86,0.37,0.14,0.0,0.46,0.0,4.46,0.91,3.16,0.0,0.0,0.16,6.65,0.0,0.0,0.49,1.39,0.47,0.11,0.35,0.26,0.0,0.0,2.06,0.58,0.0,0.29,0.98,0.0,0.64,7.26,0.71,0.0,0.0,0.77,0.56,0.0,0.0,0.0,0.0,11.88,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.49,0.0,1.2,0.0,0.0,0.0,0.0,4.12,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcast clouds_3,45.23,0.02,0.11,0.09,0.32,0.14,0.1,0.04,0.04,0.0,0.0,0.02,0.11,79.44,0.44,0.13,0.11,0.09,0.24,0.0,0.04,0.1,0.17,0.04,0.05,0.06,0.67,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.42,0.12,0.6,0.04,0.19,0.26,0.23,0.24,0.17,0.12,0.1,0.0,0.12,0.0,0.07,0.04,681.7,0.23,0.16,0.51,0.06,0.05,0.24,0.0,0.0,0.0,0.5,0.21,0.0,1.11,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,3.66,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist_1,0.35,0.55,9.25,1.02,1.39,1.19,2.88,0.41,4.1,0.0,0.0,0.61,9.25,0.44,0.35,0.4,1.23,0.48,1.39,0.46,0.64,2.88,1.22,4.1,0.47,1.0,1.13,0.28,1.04,0.14,0.66,0.88,0.0,0.23,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,2.36,0.41,1.4,0.43,0.67,0.52,0.3,0.72,0.68,1.22,2.99,0.61,0.33,1.62,0.1,0.29,4.04,0.08,32.6,3.16,0.0,0.89,0.51,0.89,0.0,0.29,0.0,1.36,1.95,2.26,0.32,0.0,0.2,1.07,0.28,0.0,0.0,1.06,2.45,0.14,2.73,0.66,0.0,0.0,0.75,0.0,0.0,2.22,0.36,0.23,0.81,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,0.0,0.0,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist_2,0.35,0.66,13.35,0.5,0.56,0.52,2.12,0.36,1.79,0.0,3.82,0.75,13.35,0.61,0.32,0.29,0.66,0.21,0.57,0.24,0.17,2.12,0.56,1.79,0.34,0.48,0.6,0.19,0.28,0.0,0.46,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.66,1.19,0.39,0.78,0.18,0.18,0.99,0.45,0.43,0.31,0.56,2.21,0.31,0.21,0.76,0.05,0.62,1.8,0.26,1.16,96.01,0.73,0.4,0.37,0.29,0.0,0.2,0.0,0.67,0.52,1.09,0.0,0.0,0.0,0.17,0.0,0.0,0.0,1.1,1.91,0.0,0.0,0.46,0.0,0.0,0.39,0.0,0.0,1.54,0.0,0.96,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broken clouds_2,32.64,0.16,0.07,0.09,0.38,0.01,0.22,0.0,0.0,0.0,0.0,0.17,0.07,0.26,52.07,0.56,0.11,0.36,0.55,0.1,0.03,0.22,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.29,0.08,0.34,0.04,0.34,0.14,0.33,0.62,0.0,0.19,0.2,0.18,0.49,0.32,0.5,0.0,0.0,0.24,0.4,525.11,0.03,0.0,0.45,1.1,0.0,0.7,0.0,0.8,0.0,0.69,0.77,0.66,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drizzle_0,0.21,0.03,6.92,36.36,0.77,22.69,0.86,1.86,1.01,0.0,0.0,0.04,6.92,0.65,0.13,0.12,10.06,0.0,0.87,0.0,14.18,0.86,8.74,1.01,1.65,17.43,0.11,5.01,1.04,3.33,0.99,9.04,0.84,2.08,3.03,3.49,0.0,1.75,2.77,4.91,6.34,0.0,1.95,10.18,0.0,5.87,4.83,0.0,0.0,0.03,8.25,0.22,11.49,0.03,14.63,1.07,0.33,0.58,0.19,8.74,0.95,0.94,0.0,1.3,0.06,0.09,1.05,0.19,1.19,0.48,0.0,17.6,1.63,0.0,0.0,5.02,0.0,0.06,0.09,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,0.22,3.33,0.51,0.99,0.0,1.18,0.84,0.84,0.0,5.88,9.22,2.08,0.0,1.2,3.09,0.0,0.0,0.0,3.21,1.71,0.0,2.0,0.0,1.86,0.0,1.75,1.44,0.0,5.3,2.77,0.0,6.34,4.91,0.0,1.71,0.0,0.0,0.0,0.0,1.95,10.18,0.0,0.0,0.0,0.0,0.0,5.87,0.0,10.26,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proximity thunderstorm_0,0.57,0.38,1.54,11.69,0.09,2.01,0.57,26.39,0.31,0.0,16.88,0.43,1.54,0.64,0.87,0.76,4.99,0.19,0.05,0.18,5.44,0.57,2.18,0.31,20.31,1.0,0.11,9.27,0.24,7.45,15.07,2.03,8.87,9.76,6.06,7.66,0.0,9.98,9.35,9.43,0.0,2.27,2.0,0.0,16.88,3.0,4.94,0.0,0.0,0.38,1.91,1.2,5.58,0.59,5.66,1.2,0.15,0.55,0.97,2.18,0.6,1.29,0.19,0.08,0.34,0.93,0.32,0.0,0.36,0.42,0.0,1.03,19.42,0.21,0.0,9.51,0.15,0.13,0.0,0.15,0.0,0.0,0.46,0.25,0.0,0.0,0.36,0.4,0.46,7.45,0.0,15.07,0.0,7.89,0.0,8.87,0.0,0.42,2.07,9.76,0.0,0.0,6.18,0.0,0.0,0.0,7.96,0.0,0.0,6.16,0.0,0.0,0.0,9.98,4.43,0.0,0.0,9.35,0.0,0.0,9.43,0.0,0.0,2.27,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.88,3.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
