,temp_6,temp_3,temp_5,temp_2,temp_4,temp_7,temp_1,temp_0,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,freezing rain,thunderstorm with drizzle,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,fog_1,haze_2,heavy snow_3,proximity thunderstorm with rain_0,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,heavy intensity rain_1,very heavy rain_0,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,snow_1,haze_8,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,light rain and snow_0,shower drizzle_0,haze_6,scattered clouds_4,heavy intensity drizzle_1,SQUALLS_0,mist_7,sleet_0,thunderstorm with drizzle_0,proximity thunderstorm with rain_1,thunderstorm with rain_1,few clouds_3,freezing rain_0,snow_2,drizzle_2,light intensity drizzle_1,proximity thunderstorm_3,proximity shower rain_1,heavy intensity rain_3,light rain_3,shower snow_0,sky is clear_1,traffic_volume_2,traffic_volume_0,traffic_volume_1
broken clouds_1,1.1,0.96,1.03,1.02,1.02,0.98,0.83,0.83,1.15,0.91,1.21,1.79,1.48,0.81,1.2,0.7,0.65,0.62,0.63,0.48,0.44,0.49,0.32,0.28,0.49,0.23,0.28,0.13,0,0.32,0.28,0.08,0.31,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,1.2,0.82,1.16,0.72,1.87,0.62,1.15,0.45,0.86,1.27,0.48,0.59,0.55,1.02,0.61,0.88,0.96,0.43,0.31,0.45,0.7,0.35,0.32,0.48,0.92,0.51,0.44,0.51,0.29,0.6,0.28,0.41,0.0,0.41,0.32,0.19,0.82,0.19,1.08,0.37,0.28,0.21,0.13,0,0.37,0.24,0.32,0,0,0,0.28,0.0,0,0,0.08,0,0.0,0.31,0.0,0.0,0,0,0,0.0,0.28,0.0,0.0,0.35,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.14,1.36
moderate rain_0,1.36,0.93,1.29,0.41,1.08,1.03,0.16,0.0,0.97,1.49,1.27,1.19,0.96,1.83,0.56,0.65,0.28,1.91,1.05,1.64,0.69,1.49,1.57,0.26,1.76,0.65,0.97,1.24,0.93,0.96,0.96,1.14,0.75,0.17,0.6,0.82,0.7,0.67,0,0.19,0.29,0.3,0.85,0.54,0.33,0,0.95,1.53,1.16,1.82,0.72,1.92,1.21,0.44,0.89,0.93,1.64,1.02,1.12,0.53,0.67,0.52,0.51,0.69,0.17,0.71,0.79,0.13,1.56,1.49,0.39,0.22,1.76,0.17,0.27,0.31,0.42,0.13,0.0,0.25,0.63,0.0,0,0.52,0.09,0.79,0.97,0.0,1.24,0,0.63,0.0,0.96,0,0.7,0.93,0.96,0.16,0.39,0,1.12,0,0,0.74,0.0,0,0.41,0,0.22,0.17,0.43,0.6,0,0.7,0.82,0,0.67,0.7,0.35,0,0,0,0.0,0,0.29,0.19,0,0.0,0.14,0.3,0,0.85,0.33,0.44,0.27,0,0.54,0,0,0.0,0,0,0.0,0,0,0,1.5,1.44,1.67
overcast clouds_0,1.08,1.04,1.04,1.01,0.96,0.76,0.86,0.68,1.25,1.13,1.51,1.54,1.23,1.21,0.85,0.81,0.38,0.94,0.91,1.06,0.61,0.77,0.79,0.64,0.76,0.36,0.51,0.38,0.32,0.44,0.46,0.49,0.45,0,0.0,0.0,0.13,0.23,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.24,1.07,1.52,1.2,0.82,0.93,1.56,0.47,0.94,1.29,1.06,0.87,0.76,0.46,0.72,0.47,0.7,0.61,0.48,0.89,0.6,0.56,0.8,0.79,0.82,0.08,0.8,0.69,0.53,0.61,0.58,0.38,0.25,0.29,0.35,0.38,0.3,0.34,0.29,0.55,0.52,0.19,0.38,0.32,0.28,0.38,0.44,0,0.22,0.32,0.46,0.0,0.0,0.51,0.49,0,0.33,0.46,0.0,0.0,0.17,0.2,0.0,0,0.0,0.0,0.17,0.0,0.0,0.0,0.23,0.13,0.18,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1.46,1.41,1.5
overcast clouds_2,0.71,1.24,0.98,1.18,1.09,0.35,0.84,0.55,0.93,1.03,1.91,1.47,0.92,0.94,0.72,0.69,0.11,0.84,0.47,0.62,0.13,0.27,0.48,0.43,0.27,0.19,0.0,0.0,0,0,0,0.25,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.91,1.0,1.35,0.96,1.08,0.92,1.12,2.08,0.68,0.84,0.62,0.44,0.55,0.71,0.69,0.58,0.42,0.14,0.28,0.48,0.33,0.22,0.44,0.29,0.45,0.0,0.27,0.22,0.48,0.46,0.4,0.28,0,0.19,0.2,0.14,0,0.0,0.31,0.35,0.0,0.0,0.0,0.0,0.0,0.21,0,0,0.33,0,0,0.0,0.43,0.0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,1.08,1.47
overcast clouds_1,0.93,1.18,1.09,1.09,1.04,0.64,0.88,0.64,1.19,1.1,1.84,1.55,1.21,1.21,0.88,0.74,0.46,0.84,0.76,0.94,0.5,0.54,0.73,0.65,0.33,0.32,0.64,0.39,0.0,0.0,0.0,0.63,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,1.21,0.99,1.48,1.14,0.95,0.85,1.19,0.66,1.96,1.09,0.94,0.73,0.79,0.64,0.61,0.67,0.74,0.57,0.45,0.61,0.62,0.62,0.66,0.48,0.83,0.26,0.34,0.0,0.66,0.51,0.5,0.45,0.23,0.44,0.32,0.48,0,0.21,0.43,0.36,0.64,0.29,0.39,0.24,0.5,0.46,0.0,0,0.0,0.0,0.0,0.0,0.43,0.34,0.63,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.15,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.5,1.34,1.53
scattered clouds_0,1.24,0.91,1.14,0.93,0.92,1.08,0.86,0.7,1.54,0.97,1.24,1.5,1.4,1.12,1.12,0.73,0.53,0.74,0.82,0.75,0.5,0.62,0.35,0.48,0.51,0.32,0.49,0.4,0.27,0.3,0.38,0.14,0.42,0.0,0.24,0.0,0.0,0.14,0.0,0,0,0.0,0,0,0,0.0,1.54,0.92,1.51,1.09,0.82,0.75,1.16,0.62,0.75,1.32,0.75,0.76,0.71,0.79,0.71,0.7,0.89,0.51,0.55,0.6,0.52,0.34,0.35,0.63,1.07,0.25,0.52,0.5,0.47,0.51,0.33,0.36,0.46,0.19,0.34,0.26,0.0,0.0,0.27,0.54,0.5,0.11,0.4,0.16,0.2,0.29,0.3,0,0.0,0.27,0.38,0,0.36,0.28,0.14,0,0.37,0.42,0.0,0.0,0.24,0.0,0,0.0,0,0.24,0,0,0.0,0,0.14,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.58,1.27,1.53
light intensity drizzle_0,1.21,1.24,1.25,0.29,1.3,0.83,0.13,0,0.96,1.73,1.37,1.11,0.81,1.98,0.26,0.84,0.3,2.01,1.18,1.98,0.87,1.44,1.82,0.43,1.59,0.75,1.0,1.03,1.18,1.06,0.81,0.95,0.81,0.23,0.5,0.83,0.75,0.79,0.0,0.35,0.0,0.18,0.51,0.19,0,0,0.96,1.77,1.04,2.02,0.75,2.02,1.26,0.74,0.9,0.83,1.98,1.19,0.98,0.29,0.91,0.42,0.38,0.86,0.25,0.83,0.79,0.32,1.82,1.38,0.23,0.0,1.59,0.0,0.47,0.47,0.64,0.26,0.0,0.1,0.73,0,0,0.0,0.33,0.63,1.0,0.12,1.03,0,0.84,0.0,1.06,0,0.81,1.16,0.81,0.39,0.15,0,0.96,0.0,0.0,0.77,0,0,0.6,0.0,0.0,0.23,0.31,0.5,0,0.32,0.83,0,0.79,0.75,0.33,0,0.0,0.0,0,0,0.0,0.35,0,0,0.59,0.18,0,0.51,0,0.19,0.0,0,0.19,0,0.0,0.0,0,0,0,0,0,0,1.64,1.53,1.8
haze_0,1.06,1.02,0.98,1.27,0.85,0.77,1.18,0.97,1.09,1.8,1.16,1.03,0.99,1.21,0.75,1.37,0.27,1.02,1.84,1.09,1.39,0.83,0.91,0.8,0.76,1.03,0.53,0.7,0.53,0.16,0.61,0.22,0.22,0.69,0,0.0,0.0,0.17,0.55,0,0,0,0,0.0,0,0,1.08,1.79,1.0,1.21,0.64,1.03,1.06,0.64,0.7,0.97,1.09,1.86,0.64,0.48,1.38,0.43,0.54,1.39,0.48,1.32,1.0,0.36,0.93,0.8,0.79,0.32,0.77,0.16,0.84,1.06,0.63,0.5,0.26,0.13,1.03,0.44,0.0,0.0,0.35,0.82,0.53,0.44,0.7,0.21,0.32,0.31,0.16,0,0.18,0.53,0.61,0.43,0.39,0.12,0.22,0.0,0.18,0.22,0.27,0.26,0.0,0.2,0,0.69,0,0,0.47,0,0.0,0,0.17,0.0,0,0.32,0.55,0.0,0,0,0,0,0.23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.51,1.57,1.77
light rain_1,1.47,0.97,1.3,0.67,0.96,1.11,0.49,0.22,1.02,1.14,1.5,1.3,1.0,1.99,0.67,0.38,0.6,1.57,0.6,1.4,0.23,1.14,1.07,0.22,1.07,0.27,0.59,0.73,0.73,0.0,0.61,0.53,0.77,0,0.72,0.0,0.0,0.42,0,0.0,0.0,0.0,0.32,0,0,0,1.04,1.13,1.16,1.61,1.01,1.58,1.34,0.83,0.91,0.88,1.4,0.56,2.02,0.66,0.4,0.66,0.57,0.18,0.84,0.66,0.45,0.38,1.1,1.12,0.36,0.28,1.09,0.3,0.22,0.25,0.28,0,0.0,0.42,0.29,0,0.28,0.61,0.17,0.3,0.62,0.0,0.73,0,0.4,0.0,0.0,0,0.37,0.73,0.61,0.41,0,0,0.53,0.0,0.0,0.77,0.0,0,0.0,0,0,0,0.55,0.72,0,0.28,0.0,0,0.42,0.0,0.15,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.32,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1.59,1.27,1.59
few clouds_1,1.22,0.97,1.22,0.82,1.15,1.17,0.88,0.78,1.42,0.83,0.93,1.25,1.55,0.88,1.94,0.4,1.19,0.47,0.91,0.37,0.75,0.45,0.22,0.92,0.26,0,0.11,0.17,0,0.0,0.25,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.52,0.75,1.19,0.69,0.77,0.41,0.99,0.49,0.42,1.28,0.37,0.83,0.78,1.99,0.5,0.98,0.97,0.77,0.14,0.62,0.28,0.6,0.22,0.43,1.04,0.9,0.19,0.66,0.0,0.0,0.5,0,0.0,0.51,0,0,0.0,0.6,0.0,0.61,0.11,0.0,0.17,0,0.0,0.53,0.0,0,0,0,0.25,0.0,0.15,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.71,1.24,1.52
light snow_0,0,1.34,0.0,1.4,0.49,0,1.31,1.02,0.85,1.83,1.39,1.1,0.65,1.44,0.35,2.09,0.0,1.3,1.45,1.32,1.51,0.56,1.16,0.96,0.57,2.05,0.37,0,0.64,0.34,0,0,0.0,0,0.54,0.0,0,0,0.56,0.69,0.0,0,0.0,0.9,0,0,0.84,1.85,1.14,1.49,0.48,1.31,1.22,0.59,1.15,0.66,1.32,1.49,0.69,0.15,2.13,0.42,0.23,1.51,0.3,1.08,0.55,0.55,1.17,0.51,0.4,0.0,0.58,0,0.99,1.4,0.62,0.76,0.22,0,2.05,0.61,0.23,0,0.17,0.5,0.37,0.34,0,0.22,0.0,0,0.34,0,0.52,0.64,0,0.42,0.37,0,0,0,0,0,0.0,0,0,0,0,0,0,0.54,0,0,0.0,0,0,0,0.0,0,0.56,0.0,0,0,0.0,0.69,0,0,0,0,0,0.0,0,0,0.0,0,0.9,0,0,0,0,0,0,0,0,0,1.41,1.66,1.76
scattered clouds_2,1.41,1.01,1.21,0.68,1.07,1.33,0.61,0.69,1.41,0.87,1.08,1.43,1.92,0.98,1.32,0.46,1.07,0.52,0.69,0.4,0.85,0.38,0.36,0.41,0.33,0.0,0.25,0.0,0.0,0.0,0.22,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.52,0.93,1.36,0.83,0.95,0.52,1.09,0.47,0.58,1.08,0.4,0.69,0.78,1.1,0.34,2.06,0.83,0.85,0.37,0.51,0.45,0.24,0.38,0.38,0.97,0.56,0.33,0.66,0.2,0.0,0.16,0.0,0,0.41,0.0,0,0,0.15,0,0.4,0.25,0,0.0,0,0.49,0,0.0,0,0.0,0.0,0.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.98,1.29
scattered clouds_1,1.39,1.01,1.27,0.94,1.05,1.16,0.72,0.68,1.57,0.95,1.38,1.57,1.82,1.07,1.18,0.61,0.53,0.82,0.76,0.85,0.45,0.4,0.54,0.36,0.62,0.34,0.77,0.27,0.0,0.0,0.11,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,1.58,0.92,1.55,0.97,0.88,0.83,1.36,0.66,0.73,1.34,0.85,0.68,0.67,0.8,0.74,0.62,1.87,0.47,0.22,0.68,0.31,0.49,0.55,0.42,1.01,0.39,0.61,0.72,0.41,0.55,0.4,0.21,0.0,0.67,0.34,0,0.0,0.0,0.29,0.57,0.77,0.0,0.27,0,0.0,0.0,0.0,0.0,0,0.0,0.11,0.0,0.36,0.0,0,0,0.34,0,0,0,0.0,0.0,0,0,0.3,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,1.15,1.42
fog_0,1.2,1.3,1.27,1.2,0.89,0.53,0.8,0.46,1.3,2.04,0.8,0.75,0.75,1.58,0.72,1.1,0.37,1.24,1.38,1.37,2.13,1.04,1.09,1.13,1.12,1.46,0.42,0.93,0.98,1.03,0.0,0.0,0.28,0.0,0,0.81,0.0,0,0.0,0.0,0.8,0,0,0.0,0.0,0,1.29,2.03,0.63,1.62,0.6,1.25,0.74,0.6,0.41,0.77,1.37,1.4,0.59,0.48,1.11,0.13,0.56,2.14,0.17,1.38,1.69,0.0,1.1,1.13,0.76,0.17,1.13,0.0,1.16,1.04,0.88,0.18,0,0.0,1.46,0,0,0.58,0.3,0.38,0.42,0.0,0.93,0,0.0,1.0,1.03,0,0.32,0.99,0.0,0.7,0.21,0.0,0.0,0.0,0.0,0.29,0,0.0,0,0,0.64,0.0,0.0,0,0,0,0.81,0,0,0.0,0.0,0,0.0,0.0,0,0,0.8,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.24,2.07,2.1
overcast clouds_3,0.5,1.52,0.82,1.3,1.03,0,0.87,0.89,0.46,1.06,2.08,1.03,0.65,0.67,0.56,0.83,0,0.58,0.56,0.94,0.29,0.0,0.35,0.72,0,0.59,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1.01,0.78,0.77,0.91,0.61,0.61,0.7,0.6,0.63,0.94,0.6,0.21,0.37,0.65,0.27,0.41,0.33,2.42,0.61,0.48,0.0,0.38,0.0,0.49,0.0,0,0.0,0.59,0.33,0.0,0.0,0.0,0.0,0.59,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.42,1.65
mist_1,1.19,1.2,1.23,1.15,0.92,0.59,0.84,0.59,1.3,2.01,0.97,0.9,1.01,1.61,0.76,1.04,0.56,1.34,1.31,1.41,1.42,1.07,1.21,0.76,0.95,1.09,0.58,0.78,0.77,0.23,0.51,0.0,0,0,0.0,0.0,0.27,0.0,0,0,0.0,0,0,0,0,0,1.3,1.78,0.76,1.63,0.81,1.35,0.79,0.42,0.73,0.95,1.41,1.34,0.88,0.48,1.05,0.53,0.6,1.38,0.41,2.05,1.28,0.11,1.14,1.12,0.76,0,0.95,0.0,0.87,0.89,0.67,0.3,0.0,0.44,1.13,0.28,0,0,0.28,0.65,0.58,0.48,0.78,0,0.0,0.44,0.23,0,0.88,0.71,0.51,0.8,0.43,0.34,0.0,0,0.0,0,0,0,0.0,0.0,0.34,0,0,0.0,0,0,0.0,0.0,0.0,0.27,0.0,0.0,0,0.59,0,0,0.0,0,0.0,0.0,0.74,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,2.01,1.97
mist_2,1.28,1.36,1.16,1.11,1.06,0.77,0.72,0.38,1.61,2.01,1.2,0.9,0.93,1.45,0.79,1.07,0.67,0.81,1.18,1.06,0.91,0.75,1.18,0.62,0.76,0.6,0.0,0.6,1.2,0.0,0.87,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,1.61,1.57,0.82,1.46,0.45,0.82,1.2,0.83,0.57,0.76,1.06,1.18,0.81,0.8,1.15,0.39,1.01,0.91,0.26,0.96,2.26,0.66,1.22,0.76,0.59,0.12,0.76,0.0,0.59,0.73,0.65,0.18,0.0,0,0.48,0,0,0,0.3,0.65,0.0,0.35,0.6,0,0,0.42,0.0,0,0.43,1.21,0.87,0.66,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.24,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,2.08,1.98
broken clouds_2,1.0,1.22,0.85,1.2,1.14,0.96,1.35,1.21,1.03,0.71,0.72,2.16,1.3,0.81,0.92,1.13,0.31,0.72,0.78,0.0,0.0,0.23,0.56,0.0,0.21,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.43,1.0,0.72,0.99,0.73,0.57,0.47,0.51,1.07,0.0,0.69,0.47,0.39,0.94,0.65,0.71,0.0,0.0,1.33,0.48,2.5,0.57,0.24,0.88,0.0,0.0,0.0,0,0.83,0.0,0.0,0.0,0.52,0.0,0,0.0,0,0.46,0.22,0,0,0,0,0,0,0,0.15,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,1.39,1.63
drizzle_0,1.27,1.34,1.45,0.36,1.46,0.62,0,0,0.67,1.98,1.36,1.11,0.91,2.2,0.33,0.95,0.0,2.32,1.38,2.22,0.91,1.45,2.34,0.47,2.09,1.29,1.3,1.18,1.49,0.97,1.09,1.06,0.86,0.27,0.0,0.64,0.9,0.54,0,0.3,0.86,0,1.13,0,0.0,0,0.65,2.05,1.09,2.28,0.58,2.34,1.27,0.68,0.92,1.01,2.22,1.35,0.96,0.32,1.01,0.4,0.4,0.93,0.33,0.89,0.69,0.15,2.33,1.45,0.21,0.0,2.07,0,0.49,0.27,0.56,0.0,0,0.0,1.29,0,0,0.0,0,0.0,1.3,0.0,1.18,0,0.62,0.0,0.97,0,1.04,1.5,1.09,0.3,0.0,0,1.07,0,0,0.8,0.0,0,0.0,0,0.27,0.27,0.28,0.0,0,0.0,0.64,0,0.54,0.9,0.46,0,0,0.0,0,0,0.86,0.3,0,0,0.0,0,0,1.13,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.81,1.83,2.18
proximity thunderstorm_0,1.81,0.43,1.27,0.24,0.59,1.99,0.18,0.18,1.63,1.42,1.52,1.74,1.66,2.03,0.78,0.36,0.61,1.89,1.13,1.56,0.66,2.22,1.01,0.27,1.79,0.38,1.23,2.16,0.7,1.22,1.18,0.94,1.0,0,0.76,1.22,1.02,0.0,0.29,0.25,0,0.52,0.0,0,0.27,0,1.64,1.46,1.72,2.06,0.99,1.92,1.52,0.6,0.9,1.46,1.56,1.09,1.0,0.67,0.31,0.9,1.28,0.67,0.0,0.67,0.39,0.21,1.0,2.18,0.59,0.21,1.79,0.0,0.28,0.35,0.23,0,0,0.48,0.39,0,0,0.36,0.0,0.81,1.23,0,2.16,0,1.45,0,1.22,0,0.0,0.7,1.18,0,0,0,0.91,0.0,0,0.92,0,0,0.66,0,0,0,0.6,0.76,0,0,1.22,0,0.0,1.02,0,0,0.29,0,0,0,0,0.25,0,0,0,0.52,0,0.0,0.27,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,1.74,1.61,1.89
few clouds_0,1.24,1.03,1.3,1.13,1.28,1.12,1.01,0.94,1.7,1.09,1.2,1.58,1.86,1.11,1.45,0.83,0.71,0.86,0.67,0.94,0.52,0.72,0.0,0.72,0.45,0.0,0.62,0.5,0,0.35,0.27,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1.73,0.94,1.59,0.92,0.81,0.87,1.18,0.38,0.74,1.72,0.94,0.64,0.99,1.11,0.69,1.07,1.21,0.52,0.49,0.76,0.73,0.38,0.0,0.78,1.32,0.68,0.39,0.54,0.69,0.79,0.43,0.4,0.0,0.38,0.0,0.0,0,0,0.39,0.39,0.62,0,0.5,0.0,0,0.0,0.35,0,0,0,0.27,0.0,0.35,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.49,1.75
scattered clouds_3,1.63,0.93,1.28,0.83,1.36,1.55,0.75,0.74,1.5,1.09,1.44,1.49,2.27,1.44,1.26,0.13,0.86,0.43,0.83,0.0,1.13,0.51,0.0,0.0,0.65,0,0,0.66,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.44,1.58,1.32,1.0,0.44,1.9,0.0,0.95,1.39,0.0,0.86,1.24,0.83,0.19,0.46,1.24,1.14,0.0,0,0.74,0.0,0.0,0.52,1.13,2.6,0.65,0.74,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.66,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.17,1.38
heavy intensity rain_0,1.85,0.45,1.44,0.0,1.05,1.94,0.27,0,1.38,1.76,1.49,1.53,1.43,2.22,1.01,0.32,0.57,2.11,1.31,1.94,0.66,2.4,1.5,0,2.25,0.4,1.5,2.06,0.92,1.41,1.46,1.35,0.84,0.35,1.12,1.26,1.29,0.0,0,0,0,0.24,0.0,0,0.84,0,1.39,1.79,1.47,2.28,1.02,2.12,1.45,0.6,1.0,1.43,1.94,1.26,1.12,0.94,0.38,0.59,0.95,0.67,0,1.11,0.55,0.0,1.45,2.31,0.61,0.25,2.23,0.0,0,0.0,0.21,0,0,0.0,0.26,0,0,0.64,0,0.95,1.5,0.0,2.06,0,2.15,0,1.41,0,0.81,0.94,1.46,0.0,0,0,1.34,0.0,0,0.8,0.0,0,0.69,0,0.0,0.35,1.52,1.12,0,0.54,1.26,0,0.0,1.29,0.54,0,0,0.0,0,0,0,0,0,0,0.0,0.24,0,0.0,0.84,0.39,0.52,0,0,0,0,0,0.0,0,0,0,0,0,1.67,1.85,2.01
few clouds_2,1.33,1.15,1.23,0.93,1.23,1.52,1.03,0.71,1.55,1.33,0.42,0.96,1.37,1.19,2.36,0,1.25,0.33,0.57,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.38,0.69,0.79,0.99,0.43,0.25,0.16,0.0,1.12,0.0,0.14,1.14,1.16,0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0,0.0,0.75,0.49,0.0,2.62,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.39,1.72
heavy snow_0,0,1.7,0,1.73,1.21,0,1.29,1.05,0.8,2.06,1.92,1.06,0.68,1.68,0.45,1.16,0,1.27,1.6,1.43,1.86,0.65,1.55,2.55,0.0,2.28,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,1.23,0,0,1.01,0,0.0,0.79,2.14,0.79,1.76,1.11,1.28,1.81,0.99,1.07,0.58,1.43,1.6,0.47,0.0,1.05,0.2,0.58,1.91,0.74,0.67,0.4,0,2.17,0.66,0.6,0.0,0.0,0,2.57,1.38,0.28,0,0.0,0,2.27,0,0,0,0,0.92,0,0,0,0,0,1.68,0,0,0.0,0.0,0,0.7,0.0,0.88,0.0,0.0,1.01,0,0,0,0,0.62,0,0,0,0,0,0,0,0.9,0.0,0,0.86,0,0.0,0,0,0.0,1.23,0,0,0,0,0,0,0,0,0,0,0,1.01,0.0,0,0,0,0,0,0,0.0,0,1.7,1.74,2.07
